,image_path,bbox,page,doc_id
98,doc0_page183_7.png,"(22.917999267578125, 62.616973876953125, 127.31800079345703, 195.33697509765625)",183,0
99,doc0_page184_5.png,"(323.4939880371094, 62.62596893310547, 444.6939697265625, 164.14596557617188)",184,0
100,doc0_page184_7.png,"(323.4949951171875, 246.79696655273438, 444.69500732421875, 388.636962890625)",184,0
101,doc0_page185_4.png,"(22.917999267578125, 427.927978515625, 127.31800079345703, 550.8079833984375)",185,0
102,doc0_page185_6.png,"(22.917999267578125, 235.33596801757812, 127.31800079345703, 358.2159729003906)",185,0
103,doc0_page185_8.png,"(22.917999267578125, 62.585975646972656, 127.31800079345703, 185.46597290039062)",185,0
104,doc0_page187_11.png,"(36.87699890136719, 494.38897705078125, 93.51699829101562, 551.0289916992188)",187,0
105,doc0_page189_4.png,"(22.902000427246094, 446.22894287109375, 144.34201049804688, 550.8689575195312)",189,0
106,doc0_page192_3.png,"(309.2080078125, 435.4110107421875, 444.8080139160156, 548.2109985351562)",192,0
107,doc0_page193_3.png,"(22.951000213623047, 62.582969665527344, 198.1510009765625, 170.10296630859375)",193,0
108,doc0_page197_3.png,"(22.951000213623047, 441.7900085449219, 198.1510009765625, 550.75)",197,0
109,doc0_page199_3.png,"(73.97500610351562, 449.2720031738281, 249.1750030517578, 550.7919921875)",199,0
110,doc0_page199_5.png,"(289.3659973144531, 449.0320129394531, 424.96600341796875, 550.552001953125)",199,0
111,doc0_page202_3.png,"(269.56500244140625, 62.6099853515625, 444.7650146484375, 181.16998291015625)",202,0
112,doc0_page203_4.png,"(23.20199966430664, 62.585975646972656, 127.60200500488281, 185.46597290039062)",203,0
113,doc0_page203_6.png,"(23.20199966430664, 219.7569580078125, 127.60200500488281, 342.636962890625)",203,0
114,doc0_page203_8.png,"(22.961997985839844, 401.57098388671875, 127.84199523925781, 548.9309692382812)",203,0
115,doc0_page207_8.png,"(22.909000396728516, 62.63898468017578, 158.50900268554688, 179.51898193359375)",207,0
116,doc0_page208_5.png,"(252.53500366210938, 218.74697875976562, 430.614990234375, 335.14697265625)",208,0
117,doc0_page210_11.png,"(326.2250061035156, 154.42698669433594, 430.625, 321.22698974609375)",210,0
118,doc0_page213_8.png,"(22.909000396728516, 391.2599792480469, 158.50900268554688, 550.8599853515625)",213,0
119,doc0_page217_3.png,"(22.73699951171875, 62.6209716796875, 197.93699645996094, 172.78097534179688)",217,0
120,doc0_page218_6.png,"(269.2309875488281, 62.705963134765625, 444.6709899902344, 184.14596557617188)",218,0
121,doc0_page221_5.png,"(22.951000213623047, 62.64897155761719, 198.1510009765625, 161.28897094726562)",221,0
122,doc0_page222_5.png,"(340.39801025390625, 62.645965576171875, 444.7980041503906, 206.64596557617188)",222,0
123,doc0_page223_3.png,"(22.951000213623047, 62.64897155761719, 198.1510009765625, 161.28897094726562)",223,0
124,doc0_page224_9.png,"(309.3280029296875, 62.64198303222656, 444.68798828125, 246.00198364257812)",224,0
125,doc0_page228_2.png,"(323.375, 62.519989013671875, 444.81500244140625, 232.91998291015625)",228,0
126,doc0_page230_5.png,"(340.39801025390625, 427.95196533203125, 444.7980041503906, 550.8319702148438)",230,0
127,doc0_page232_3.png,"(340.39801025390625, 422.30096435546875, 444.7980041503906, 548.5409545898438)",232,0
128,doc0_page233_13.png,"(36.87699890136719, 494.38897705078125, 93.51699829101562, 551.0289916992188)",233,0
129,doc1_page0_0.png,"(4.0, 359.0, 195.0, 552.0)",0,1
130,doc1_page0_1.png,"(5.0, 362.0, 193.0, 550.0)",0,1
131,doc1_page1_4.png,"(115.69398498535156, 461.4749450683594, 182.25836181640625, 528.039306640625)",1,1
132,doc1_page2_9.png,"(125.06219482421875, 549.2354736328125, 184.85098266601562, 609.0242919921875)",2,1
133,doc1_page4_11.png,"(24.068653106689453, 572.5390625, 89.90425109863281, 638.3746337890625)",4,1
134,doc1_page4_12.png,"(79.0, 20.0, 95.0, 51.0)",4,1
135,doc1_page5_10.png,"(359.527587890625, 28.3465576171875, 533.5180053710938, 172.28900146484375)",5,1
136,doc1_page6_12.png,"(341.33563232421875, 39.4647216796875, 522.5856323242188, 192.7147216796875)",6,1
137,doc1_page8_8.png,"(22.54607391357422, 383.1131591796875, 89.17487335205078, 449.741943359375)",8,1
138,doc1_page10_12.png,"(22.54607391357422, 612.8252563476562, 89.17487335205078, 679.4540405273438)",10,1
139,doc1_page10_13.png,"(21.9234561920166, 427.6429138183594, 221.97096252441406, 569.6779174804688)",10,1
140,doc1_page11_0.png,"(116.0, 340.0, 462.0, 526.0)",11,1
141,doc1_page11_7.png,"(317.0, 560.0, 347.0, 568.0)",11,1
142,doc1_page14_8.png,"(13.75521469116211, 22.87518310546875, 220.5329132080078, 192.4998779296875)",14,1
143,doc1_page16_12.png,"(66.0, 81.0, 97.0, 110.0)",16,1
144,doc1_page16_13.png,"(73.0, 81.0, 156.0, 163.0)",16,1
145,doc1_page16_14.png,"(77.0, 84.0, 159.0, 162.0)",16,1
146,doc1_page16_15.png,"(91.0, 99.0, 141.0, 143.0)",16,1
147,doc1_page16_16.png,"(101.0, 108.0, 129.0, 133.0)",16,1
148,doc1_page16_17.png,"(75.0, 114.0, 92.0, 137.0)",16,1
149,doc1_page16_18.png,"(78.0, 93.0, 99.0, 115.0)",16,1
150,doc1_page16_19.png,"(94.0, 82.0, 117.0, 101.0)",16,1
151,doc1_page16_20.png,"(115.0, 82.0, 138.0, 102.0)",16,1
152,doc1_page16_21.png,"(132.0, 96.0, 152.0, 118.0)",16,1
153,doc1_page16_22.png,"(135.0, 118.0, 153.0, 139.0)",16,1
154,doc1_page16_23.png,"(123.0, 137.0, 145.0, 156.0)",16,1
155,doc1_page16_24.png,"(102.0, 143.0, 125.0, 159.0)",16,1
156,doc1_page16_25.png,"(82.0, 134.0, 104.0, 154.0)",16,1
157,doc1_page18_0.png,"(291.0, 358.0, 428.0, 450.0)",18,1
158,doc1_page18_1.png,"(39.0, 430.0, 292.0, 508.0)",18,1
159,doc1_page18_5.png,"(421.0, 319.0, 453.0, 329.0)",18,1
160,doc1_page19_5.png,"(346.3782958984375, 307.4902648925781, 558.0831298828125, 575.2066650390625)",19,1
161,doc1_page21_14.png,"(349.9190673828125, 572.5390625, 415.7546691894531, 638.3746337890625)",21,1
162,doc1_page21_15.png,"(263.15020751953125, 21.877777099609375, 545.3261108398438, 167.60809326171875)",21,1
163,doc1_page24_5.png,"(22.677162170410156, 319.3702087402344, 219.40158081054688, 543.6287841796875)",24,1
164,doc1_page24_13.png,"(22.54607391357422, 612.7194213867188, 89.17487335205078, 679.3482055664062)",24,1
165,doc1_page24_14.png,"(21.9000244140625, 21.904006958007812, 313.49176025390625, 167.29376220703125)",24,1
166,doc1_page26_3.png,"(22.950538635253906, 22.95068359375, 219.128173828125, 287.6921081542969)",26,1
167,doc1_page26_12.png,"(244.90818786621094, 492.74737548828125, 521.330078125, 642.75341796875)",26,1
168,doc1_page27_1.png,"(186.0, 401.0, 427.0, 485.0)",27,1
169,doc1_page27_14.png,"(407.0, 263.0, 441.0, 273.0)",27,1
170,doc1_page28_13.png,"(297.3175048828125, 21.903488159179688, 545.0227661132812, 157.6903076171875)",28,1
171,doc1_page28_15.png,"(21.871667861938477, 21.589767456054688, 274.1510925292969, 156.9073486328125)",28,1
172,doc1_page29_9.png,"(21.57648468017578, 21.628982543945312, 278.80926513671875, 156.9364013671875)",29,1
173,doc1_page29_11.png,"(302.21142578125, 21.67132568359375, 545.2840576171875, 156.9805908203125)",29,1
174,doc1_page30_22.png,"(22.54607391357422, 612.7194213867188, 89.17487335205078, 679.3482055664062)",30,1
175,doc1_page32_9.png,"(21.637929916381836, 21.59356689453125, 271.2157287597656, 164.965576171875)",32,1
176,doc1_page32_11.png,"(295.45855712890625, 21.917922973632812, 545.0078735351562, 165.2503662109375)",32,1
177,doc1_page32_13.png,"(44.97362518310547, 216.7681427001953, 193.94882202148438, 441.9565124511719)",32,1
178,doc1_page33_7.png,"(366.4252014160156, 212.40960693359375, 516.4251708984375, 353.90960693359375)",33,1
179,doc1_page33_9.png,"(21.88323211669922, 21.64727783203125, 271.536865234375, 164.93890380859375)",33,1
180,doc1_page33_11.png,"(297.99420166015625, 21.854232788085938, 547.6243896484375, 165.2418212890625)",33,1
181,doc1_page33_14.png,"(347.396484375, 614.5260620117188, 414.0252685546875, 681.1548461914062)",33,1
182,doc1_page36_20.png,"(21.892858505249023, 21.866500854492188, 282.8804931640625, 197.3912353515625)",36,1
183,doc1_page36_24.png,"(309.6671142578125, 62.826026916503906, 375.5027160644531, 128.66162109375)",36,1
184,doc1_page37_6.png,"(44.4800910949707, 21.841461181640625, 239.9724578857422, 154.00531005859375)",37,1
185,doc1_page38_12.png,"(243.900390625, 520.5040893554688, 522.61279296875, 641.7396240234375)",38,1
186,doc1_page38_14.png,"(22.54607391357422, 614.6091918945312, 89.17487335205078, 681.2379760742188)",38,1
187,doc1_page38_16.png,"(134.0, 74.0, 160.0, 107.0)",38,1
188,doc1_page38_17.png,"(91.0, 64.0, 95.0, 67.0)",38,1
189,doc1_page38_18.png,"(93.0, 64.0, 96.0, 66.0)",38,1
190,doc1_page39_8.png,"(395.65008544921875, 41.457733154296875, 545.310791015625, 309.2662353515625)",39,1
191,doc1_page39_9.png,"(379.99810791015625, 315.70166015625, 560.2191162109375, 574.1841430664062)",39,1
192,doc1_page40_5.png,"(21.723108291625977, 22.342727661132812, 260.2275695800781, 173.8583984375)",40,1
193,doc1_page40_6.png,"(284.1055603027344, 22.677322387695312, 522.3853759765625, 173.200439453125)",40,1
194,doc1_page42_16.png,"(25.068653106689453, 343.50360107421875, 90.90425109863281, 409.3392028808594)",42,1
195,doc1_page43_4.png,"(371.76947021484375, 616.0801391601562, 437.6050720214844, 681.9157104492188)",43,1
196,doc1_page43_6.png,"(198.85606384277344, 616.0801391601562, 264.691650390625, 681.9157104492188)",43,1
197,doc1_page43_8.png,"(22.942672729492188, 616.0801391601562, 88.77826690673828, 681.9157104492188)",43,1
198,doc1_page44_1.png,"(68.582763671875, 76.53558349609375, 521.9593505859375, 715.507568359375)",44,1
199,doc1_page45_8.png,"(44.48551559448242, 484.84967041015625, 322.77703857421875, 660.7894897460938)",45,1
200,doc1_page46_15.png,"(22.54607391357422, 610.1682739257812, 89.17487335205078, 676.7970581054688)",46,1
201,doc1_page47_0.png,"(303.0, 417.0, 545.0, 547.0)",47,1
202,doc1_page47_10.png,"(29.0, 237.0, 59.0, 245.0)",47,1
203,doc1_page47_15.png,"(22.677162170410156, 286.0484924316406, 118.91834259033203, 386.9911193847656)",47,1
204,doc1_page47_16.png,"(22.677165985107422, 445.3592834472656, 128.87432861328125, 548.23779296875)",47,1
205,doc1_page49_3.png,"(21.595521926879883, 303.3778381347656, 220.2250518798828, 571.9309692382812)",49,1
206,doc1_page51_1.png,"(371.27215576171875, 228.5491943359375, 508.091064453125, 362.9607238769531)",51,1
207,doc1_page51_13.png,"(349.9190673828125, 574.6961059570312, 415.7546691894531, 640.5316772460938)",51,1
208,doc1_page53_13.png,"(349.9190673828125, 574.6961059570312, 415.7546691894531, 640.5316772460938)",53,1
209,doc1_page54_10.png,"(14.696525573730469, 275.2093505859375, 227.51937866210938, 414.4873352050781)",54,1
210,doc1_page55_13.png,"(350.6221923828125, 21.604965209960938, 531.9901733398438, 268.0753479003906)",55,1
211,doc1_page58_14.png,"(25.068653106689453, 440.8259582519531, 90.90425109863281, 506.66156005859375)",58,1
212,doc1_page59_12.png,"(349.9190673828125, 230.99923706054688, 415.7546691894531, 296.8348388671875)",59,1
213,doc1_page59_13.png,"(347.7465515136719, 386.5318603515625, 507.18255615234375, 633.04443359375)",59,1
214,doc1_page63_8.png,"(347.7458190917969, 41.782737731933594, 545.330078125, 141.50982666015625)",63,1
215,doc1_page64_9.png,"(244.13124084472656, 459.7941589355469, 545.3396606445312, 610.1240844726562)",64,1
216,doc1_page66_15.png,"(423.9702453613281, 101.6249771118164, 560.985595703125, 213.4742431640625)",66,1
217,doc1_page66_17.png,"(369.7901611328125, 611.2054443359375, 436.4189453125, 677.834228515625)",66,1
218,doc1_page67_10.png,"(372.6406555175781, 289.70782470703125, 523.8406372070312, 428.09783935546875)",67,1
219,doc1_page68_11.png,"(22.677139282226562, 42.519775390625, 219.40151977539062, 324.42138671875)",68,1
220,doc1_page71_1.png,"(235.27557373046875, 11.33868408203125, 558.507568359375, 238.33642578125)",71,1
221,doc1_page74_4.png,"(284.4093933105469, 23.140182495117188, 521.57470703125, 204.92742919921875)",74,1
222,doc1_page74_7.png,"(11.33856201171875, 544.5233154296875, 232.31800842285156, 667.3985595703125)",74,1
223,doc1_page76_0.png,"(302.119140625, 384.42010498046875, 337.460693359375, 412.99017333984375)",76,1
224,doc1_page76_7.png,"(418.4388427734375, 361.1133117675781, 540.2835083007812, 630.8800659179688)",76,1
225,doc1_page77_4.png,"(337.9119567871094, 328.2194519042969, 553.6719360351562, 594.3794555664062)",77,1
226,doc1_page78_7.png,"(41.38235092163086, 308.5021057128906, 184.10455322265625, 624.7261352539062)",78,1
227,doc1_page80_12.png,"(97.0, 73.0, 125.0, 114.0)",80,1
228,doc1_page80_13.png,"(117.0, 96.0, 184.0, 120.0)",80,1
229,doc1_page80_14.png,"(195.0, 115.0, 203.0, 130.0)",80,1
230,doc1_page80_15.png,"(133.0, 72.0, 152.0, 83.0)",80,1
231,doc1_page80_16.png,"(159.0, 90.0, 180.0, 110.0)",80,1
232,doc1_page80_17.png,"(183.0, 114.0, 191.0, 123.0)",80,1
233,doc1_page80_18.png,"(188.0, 123.0, 196.0, 127.0)",80,1
234,doc1_page80_19.png,"(172.0, 114.0, 178.0, 120.0)",80,1
235,doc1_page80_20.png,"(173.0, 124.0, 179.0, 130.0)",80,1
236,doc1_page80_21.png,"(168.0, 120.0, 174.0, 125.0)",80,1
237,doc1_page80_22.png,"(168.0, 118.0, 178.0, 127.0)",80,1
238,doc1_page80_23.png,"(161.0, 119.0, 166.0, 124.0)",80,1
239,doc1_page80_24.png,"(162.0, 118.0, 166.0, 122.0)",80,1
240,doc1_page80_25.png,"(161.0, 123.0, 166.0, 128.0)",80,1
241,doc1_page80_26.png,"(162.0, 122.0, 166.0, 127.0)",80,1
242,doc1_page80_27.png,"(160.0, 120.0, 163.0, 127.0)",80,1
243,doc1_page80_28.png,"(165.0, 118.0, 169.0, 127.0)",80,1
244,doc1_page81_1.png,"(346.73016357421875, 600.06103515625, 545.34423828125, 642.827880859375)",81,1
245,doc1_page81_2.png,"(346.4505615234375, 550.167236328125, 545.2881469726562, 598.024658203125)",81,1
246,doc1_page82_13.png,"(31.181947708129883, 41.48185729980469, 220.4785919189453, 262.32794189453125)",82,1
247,doc1_page84_12.png,"(21.67277717590332, 195.44638061523438, 220.11451721191406, 490.3469543457031)",84,1
248,doc1_page85_12.png,"(349.9190673828125, 568.7147216796875, 415.7546691894531, 634.55029296875)",85,1
249,doc1_page85_14.png,"(347.79376220703125, 307.82537841796875, 543.9857788085938, 476.0054931640625)",85,1
250,doc1_page86_22.png,"(22.54607391357422, 42.38871765136719, 89.17487335205078, 109.01751708984375)",86,1
251,doc1_page87_8.png,"(371.76947021484375, 616.0801391601562, 437.6050720214844, 681.9157104492188)",87,1
252,doc1_page87_10.png,"(198.85606384277344, 616.0801391601562, 264.691650390625, 681.9157104492188)",87,1
253,doc1_page87_12.png,"(22.942672729492188, 616.0801391601562, 88.77826690673828, 681.9157104492188)",87,1
254,doc1_page87_13.png,"(21.842458724975586, 21.899978637695312, 248.86463928222656, 179.087646484375)",87,1
255,doc1_page88_2.png,"(70.15936279296875, 76.53558349609375, 521.9593505859375, 714.4105834960938)",88,1
256,doc1_page89_10.png,"(477.0, 168.0, 490.0, 188.0)",89,1
257,doc1_page89_11.png,"(424.0, 161.0, 444.0, 174.0)",89,1
258,doc1_page89_12.png,"(389.0, 137.0, 407.0, 152.0)",89,1
259,doc1_page89_13.png,"(392.0, 125.0, 417.0, 181.0)",89,1
260,doc1_page89_14.png,"(393.0, 128.0, 414.0, 166.0)",89,1
261,doc1_page89_15.png,"(396.0, 132.0, 412.0, 147.0)",89,1
262,doc1_page89_16.png,"(397.0, 147.0, 407.0, 156.0)",89,1
263,doc1_page89_17.png,"(398.0, 157.0, 404.0, 163.0)",89,1
264,doc1_page89_18.png,"(486.0, 89.0, 501.0, 106.0)",89,1
265,doc1_page89_19.png,"(488.0, 91.0, 498.0, 106.0)",89,1
266,doc1_page89_20.png,"(469.0, 93.0, 480.0, 110.0)",89,1
267,doc1_page89_21.png,"(472.0, 96.0, 478.0, 108.0)",89,1
268,doc1_page91_7.png,"(443.367431640625, 75.46258544921875, 544.8424072265625, 263.2325744628906)",91,1
269,doc1_page91_9.png,"(441.6485290527344, 546.420654296875, 555.247314453125, 647.053955078125)",91,1
270,doc1_page91_10.png,"(442.95245361328125, 442.32879638671875, 544.4903564453125, 545.9019775390625)",91,1
271,doc1_page93_7.png,"(347.93829345703125, 43.930572509765625, 543.8411865234375, 311.30169677734375)",93,1
272,doc1_page93_8.png,"(348.09210205078125, 355.06414794921875, 543.6875, 652.7417602539062)",93,1
